Drug,Primary Indication,Virus,Virus Group,Cell lines,Primary cells/organoids,Animal model,Phase I,Phase II,Phase III,Approved,Phase IV,Potential target,Mode_of_action,Reference,Virus Family,Virus Name,Viral Strain/Type,Viral disease,VirusImage,Drug_Bank_ID,PubChem_CID,InChI_Key,Approval Status,Negative Result?
Simvastatin,Lipid-Lowering,DENV-2,(+)ssRNA,*,,,,,,,,Human  HMGCR,HMG CoA reductase inhibitor,PMID:27431377,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,DB00641,54454,RYMZZMVNJRMUDD-HGQWONQESA-N,Approved,
Simvastatin,Lipid-Lowering,FLUAV,(-)ssRNA,*,,,,,,,,Human  HMGCR,HMG CoA reductase inhibitor,PMID:25882623,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB00641,54454,RYMZZMVNJRMUDD-HGQWONQESA-N,Approved,
Simvastatin,Lipid-Lowering,PV-1,(+)ssRNA,*,,,,,,,,Human  HMGCR,HMG CoA reductase inhibitor,PMID:16824485,Picornaviridae,Enterovirus C,Human poliovirus 1,Poliomyelitis,,DB00641,54454,RYMZZMVNJRMUDD-HGQWONQESA-N,Approved,
Simvastatin,Lipid-Lowering,ZIKV,(+)ssRNA,*,,,,,,,,Human  HMGCR,HMG CoA reductase inhibitor,PMID:31391514,Flaviviridae,Zika virus,,Zika virus disease,2,DB00641,54454,RYMZZMVNJRMUDD-HGQWONQESA-N,Approved,
Sirolimus,Immunosuppressant,HCV,(+)ssRNA,,,,,*,,,*,Human PTK,IL-2-dependent T-cell proliferation inhibitor,NCT01469884,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB00877,5284616,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Approved,
Sirolimus,Immunosuppressant,CMV,dsDNA,,,,,,,,*,Human PTK,IL-2-dependent T-cell proliferation inhibitor,NCT02683291,Herpesviridae,Human betaherpesvirus 5,,Mononucleosis-like illness,12,DB00877,5284616,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Approved,
Sirolimus,Immunosuppressant,FLUAV,(-)ssRNA,,,,,,,,*,Human PTK,IL-2-dependent T-cell proliferation inhibitor,NCT03901001,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB00877,5284616,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Approved,
Sirolimus,Immunosuppressant,HIV-1,ssRNA-RT,,,,,,,,*,Human PTK,IL-2-dependent T-cell proliferation inhibitor,NCT02990312,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB00877,5284616,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Approved,
Sirolimus,Immunosuppressant,KSHV,dsDNA,,,,,*,,,,Human PTK,IL-2-dependent T-cell proliferation inhibitor,NCT01412515,Herpesviridae,Human gammaherpesvirus 8,,Kaposi's sarcoma,12,DB00877,5284616,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Approved,
Sirolimus,Immunosuppressant,SARS-CoV-2,(+)ssRNA,,,,,*,,,,Human PTK,IL-2-dependent T-cell proliferation inhibitor,NCT04461340,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB00877,5284616,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Approved,
Sirolimus,Immunosuppressant,RVFV,(-)ssRNA,*,,*,,,,,,Human PTK,IL-2-dependent T-cell proliferation inhibitor,PMID:28442428,Phenuiviridae,Rift Valley fever phlebovirus,,Rift Valley fever,23,DB00877,5284616,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Approved,
Sirolimus,Immunosuppressant,RuV,(+)ssRNA,*,*,,,,,,,Human PTK,IL-2-dependent T-cell proliferation inhibitor,PMID:28475412,Matonaviridae,Rubivirus rubellae,,Rubella ,6,DB00877,5284616,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Approved,
Sirolimus,Immunosuppressant,HBV,dsDNA-RT,*,,,,,,,,Human PTK,IL-2-dependent T-cell proliferation inhibitor,PMID:29730285,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB00877,5284616,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Approved,
Sirolimus,Immunosuppressant,HDV,(-)ssRNA,*,,,,,,,,Human PTK,IL-2-dependent T-cell proliferation inhibitor,PMID:29730285,Kolmioviridae,Hepatitis delta virus,,Hepatitis D,-1,DB00877,5284616,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Approved,
Sirolimus,Immunosuppressant,MERS-CoV,(+)ssRNA,*,,,,,,,,Human PTK,IL-2-dependent T-cell proliferation inhibitor,PMID: 25487801,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB00877,5284616,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Approved,
Sofosbuvir,Antiviral,HCV,(+)ssRNA,,,,,*,*,*,*,Viral RNA pol,Nucleotide analog inhibitor of HCV NS5B RNA-dependent RNA polymerase,CID:45375808; DB08934; NCT03069001,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB08934,45375808,TTZHDVOVKQGIBA-IQWMDFIBSA-N,Approved,
Sofosbuvir,Antiviral,SARS-CoV-2,(+)ssRNA,,,,,,*,,,Viral RNA pol,Nucleotide analog inhibitor of HCV NS5B RNA-dependent RNA polymerase,NCT04460443,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB08934,45375808,TTZHDVOVKQGIBA-IQWMDFIBSA-N,Approved,
Sofosbuvir,Antiviral,ZIKV,(+)ssRNA,*,*,*,,,,,,Viral RNA pol,Nucleotide analog inhibitor of HCV NS5B RNA-dependent RNA polymerase,PMID:27902933,Flaviviridae,Zika virus,,Zika virus disease,2,DB08934,45375808,TTZHDVOVKQGIBA-IQWMDFIBSA-N,Approved,
Sofosbuvir,Antiviral,CHIKV,(+)ssRNA,*,,*,,,,,,Viral RNA pol,Nucleotide analog inhibitor of HCV NS5B RNA-dependent RNA polymerase,PMID:30455237,Togaviridae,Chikungunya virus,,Chikungunya fever,6,DB08934,45375808,TTZHDVOVKQGIBA-IQWMDFIBSA-N,Approved,
Sofosbuvir,Antiviral,DENV-2,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleotide analog inhibitor of HCV NS5B RNA-dependent RNA polymerase,PMID:28834304,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,DB08934,45375808,TTZHDVOVKQGIBA-IQWMDFIBSA-N,Approved,
Sofosbuvir,Antiviral,HAV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleotide analog inhibitor of HCV NS5B RNA-dependent RNA polymerase,PMID: 29653132,Picornaviridae,Hepatovirus A,Human Hepatitis A virus,Hepatitis A,86,DB08934,45375808,TTZHDVOVKQGIBA-IQWMDFIBSA-N,Approved,
Sofosbuvir,Antiviral,HEV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleotide analog inhibitor of HCV NS5B RNA-dependent RNA polymerase,PMID: 31362004,Hepeviridae,Orthohepevirus A,,Hepatitis E,10,DB08934,45375808,TTZHDVOVKQGIBA-IQWMDFIBSA-N,Approved,
Sofosbuvir,Antiviral,YFV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Nucleotide analog inhibitor of HCV NS5B RNA-dependent RNA polymerase,PMID:31594756,Flaviviridae,Yellow fever virus,,Yellow fever,2,DB08934,45375808,TTZHDVOVKQGIBA-IQWMDFIBSA-N,Approved,
Sorafenib,Anticancer,KSHV,dsDNA,,,,*,,,,,Human PTK,B-Raf; FGFR-1; VEGFR-2 & -3; PDGFR-beta; KIT; and FLT3 inhibitor,NCT00287495,Herpesviridae,Human gammaherpesvirus 8,,Kaposi's sarcoma,12,DB00398,216239,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Approved,
Sorafenib,Anticancer,CHIKV,(+)ssRNA,*,,,,,,,,Human PTK,B-Raf; FGFR-1; VEGFR-2 & -3; PDGFR-beta; KIT; and FLT3 inhibitor,PMID:29981794,Togaviridae,Chikungunya virus,,Chikungunya fever,6,DB00398,216239,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Approved,
Sorafenib,Anticancer,FLUAV,(-)ssRNA,*,,,,,,,,Human PTK,B-Raf; FGFR-1; VEGFR-2 & -3; PDGFR-beta; KIT; and FLT3 inhibitor,PMID:30883607,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB00398,216239,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Approved,
Sorafenib,Anticancer,HCV,(+)ssRNA,*,,,,,,,,Human PTK,B-Raf; FGFR-1; VEGFR-2 & -3; PDGFR-beta; KIT; and FLT3 inhibitor,PMID:23281732,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB00398,216239,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Approved,
Sorafenib,Anticancer,EV-A71,(+)ssRNA,*,,,,,,,,Human PTK,B-Raf; FGFR-1; VEGFR-2 & -3; PDGFR-beta; KIT; and FLT3 inhibitor,PMID:24680956,Picornaviridae,Enterovirus A,Enterovirus A71,"Acute flaccid myelitis (polio-like disorder); Gastroenteritis; Hand, foot, and mouth disease",9,DB00398,216239,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Approved,
Sorafenib,Anticancer,HSV-1,dsDNA,*,,,,,,,,Human PTK,B-Raf; FGFR-1; VEGFR-2 & -3; PDGFR-beta; KIT; and FLT3 inhibitor,PMID:30883607,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB00398,216239,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Approved,
Sorafenib,Anticancer,HTNV,(-)ssRNA,*,,,,,,,,Human PTK,B-Raf; FGFR-1; VEGFR-2 & -3; PDGFR-beta; KIT; and FLT3 inhibitor,PMID:30883607,Hantaviridae,Hantaan orthohantavirus,,"Hemorrhagic fever with renal syndrome, Hantavirus pulmonary syndrome",21,DB00398,216239,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Approved,
Sorafenib,Anticancer,RABV,(-)ssRNA,*,,,,,,,,Human PTK,B-Raf; FGFR-1; VEGFR-2 & -3; PDGFR-beta; KIT; and FLT3 inhibitor,PMID:29459063,Rhabdoviridae,Rabies lyssavirus,,Rabies ,11,DB00398,216239,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Approved,
Sorafenib,Anticancer,SINV,(+)ssRNA,*,,,,,,,,Human PTK,B-Raf; FGFR-1; VEGFR-2 & -3; PDGFR-beta; KIT; and FLT3 inhibitor,PMID:29981794,Togaviridae,Sindbis virus,,Rash and arthritis,6,DB00398,216239,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Approved,
Sorafenib,Anticancer,VSV,(-)ssRNA,*,,,,,,,,Human PTK,B-Raf; FGFR-1; VEGFR-2 & -3; PDGFR-beta; KIT; and FLT3 inhibitor,PMID:30883607,Rhabdoviridae,Indiana vesiculovirus,,Vesicular stomatitis,11,DB00398,216239,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Approved,
Stavudine,Antiviral,HIV-1,ssRNA-RT,,,,,,,*,,Viral RT,Inhibition of viral RT,DrugBank ID: DB00649,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB00649,18283,XNKLLVCARDGLGL-JGVFFNPUSA-N,Approved,
Stavudine,Antiviral,HAdV-5,dsDNA,*,,,,,,,,Viral DNA pol,Inhibition of viral RT,PMID: 17226023,Adenoviridae,Human mastadenovirus C,Human adenovirus C5,Respiratory disease,73,DB00649,18283,XNKLLVCARDGLGL-JGVFFNPUSA-N,Approved,
Stavudine,Antiviral,HSV-1,dsDNA,*,,,,,,,,Viral DNA pol,Inhibition of viral RT,PMID: 32096195,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB00649,18283,XNKLLVCARDGLGL-JGVFFNPUSA-N,Approved,
Sunitinib,Anticancer,EBOV,(-)ssRNA,*,,*,*,*,,,,Human PTK,Broad TK inhibitor,PMID:28240606; NCT02380625,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB01268,5329102,WINHZLLDWRZWRT-ATVHPVEESA-N,Approved,
Sunitinib,Anticancer,DENV-1,(+)ssRNA,*,,*,,,,,,Human PTK,Broad TK inhibitor,PMID:28240606,Flaviviridae,Dengue virus,Dengue virus 1,Dengue fever,2,DB01268,5329102,WINHZLLDWRZWRT-ATVHPVEESA-N,Approved,
Sunitinib,Anticancer,DENV-3,(+)ssRNA,*,,*,,,,,,Human PTK,Broad TK inhibitor,PMID:28240606,Flaviviridae,Dengue virus,Dengue virus 3,Dengue fever,2,DB01268,5329102,WINHZLLDWRZWRT-ATVHPVEESA-N,Approved,
Sunitinib,Anticancer,DENV-4,(+)ssRNA,*,,*,,,,,,Human PTK,Broad TK inhibitor,PMID:28240606,Flaviviridae,Dengue virus,Dengue virus 4,Dengue fever,2,DB01268,5329102,WINHZLLDWRZWRT-ATVHPVEESA-N,Approved,
Sunitinib,Anticancer,BKV,dsDNA,*,,,,,,,,Human PTK,Broad TK inhibitor,PMID:21088155,Polyomaviridae,Human polyomavirus 1,,Nephropathy and hemorrhagic cystitis,-1,DB01268,5329102,WINHZLLDWRZWRT-ATVHPVEESA-N,Approved,
Sunitinib,Anticancer,CHIKV,(+)ssRNA,*,,,,,,,,Human PTK,Broad TK inhibitor,PMID:28240606,Togaviridae,Chikungunya virus,,Chikungunya fever,6,DB01268,5329102,WINHZLLDWRZWRT-ATVHPVEESA-N,Approved,
Sunitinib,Anticancer,HCV,(+)ssRNA,*,,,,,,,,Human PTK,Broad TK inhibitor,PMID:28240606,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB01268,5329102,WINHZLLDWRZWRT-ATVHPVEESA-N,Approved,
Sunitinib,Anticancer,HIV-1,ssRNA-RT,*,,,,,,,,Human PTK,Broad TK inhibitor,PMID:28240606,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB01268,5329102,WINHZLLDWRZWRT-ATVHPVEESA-N,Approved,
Sunitinib,Anticancer,JUNV,(-)ssRNA,*,,,,,,,,Human PTK,Broad TK inhibitor,PMID:28240606,Arenaviridae,Argentinian mammarenavirus,,Argentine hemorrhagic fever,0,DB01268,5329102,WINHZLLDWRZWRT-ATVHPVEESA-N,Approved,
Sunitinib,Anticancer,RSV,(-)ssRNA,*,,,,,,,,Human PTK,Broad TK inhibitor,PMID:28240606,Pneumoviridae,Human orthopneumovirus,,Lower respiratory tract infections,24,DB01268,5329102,WINHZLLDWRZWRT-ATVHPVEESA-N,Approved,
Sunitinib,Anticancer,SARS-CoV,(+)ssRNA,*,,,,,,,,Human PTK,Unknown,PMID: 33083006,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,DB01268,5329102,WINHZLLDWRZWRT-ATVHPVEESA-N,Approved,
Sunitinib,Anticancer,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human PTK,Unknown,PMID: 33083006,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB01268,5329102,WINHZLLDWRZWRT-ATVHPVEESA-N,Approved,
Sunitinib,Anticancer,ZIKV,(+)ssRNA,*,,,,,,,,Human PTK,Broad TK inhibitor,PMID:28240606,Flaviviridae,Zika virus,,Zika virus disease,2,DB01268,5329102,WINHZLLDWRZWRT-ATVHPVEESA-N,Approved,
Suramin,Antiprotozoal,CHIKV,(+)ssRNA,*,,,,,,,,Human (multiple),Unclear,PMID:27581733,Togaviridae,Chikungunya virus,,Chikungunya fever,6,DB04786,5361,FIAFUQMPZJWCLV-UHFFFAOYSA-N,Approved,
Suramin,Antiprotozoal,DENV-4,(+)ssRNA,*,,,,,,,,Viral Helicase,Prevent viral RNA replication,PMID:25281902,Flaviviridae,Dengue virus,Dengue virus 4,Dengue fever,2,DB04786,5361,FIAFUQMPZJWCLV-UHFFFAOYSA-N,Approved,
Suramin,Antiprotozoal,EBOV,(-)ssRNA,*,,,,,,,,Human (multiple),Unclear,PMID:27581733,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB04786,5361,FIAFUQMPZJWCLV-UHFFFAOYSA-N,Approved,
Suramin,Antiprotozoal,HCV,(+)ssRNA,*,,,,,,,,Human (multiple),Unclear,PMID:10022794,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB04786,5361,FIAFUQMPZJWCLV-UHFFFAOYSA-N,Approved,
Suramin,Antiprotozoal,HDV,(-)ssRNA,*,,,,,,,,Human (multiple),Unclear,PMID:21187936,Kolmioviridae,Hepatitis delta virus,,Hepatitis D,-1,DB04786,5361,FIAFUQMPZJWCLV-UHFFFAOYSA-N,Approved,
Suramin,Antiprotozoal,EV-A71,(+)ssRNA,*,,,,,,,,Human (multiple),Unclear,PMID:28218309,Picornaviridae,Enterovirus A,Enterovirus A71,"Acute flaccid myelitis (polio-like disorder); Gastroenteritis; Hand, foot, and mouth disease",9,DB04786,5361,FIAFUQMPZJWCLV-UHFFFAOYSA-N,Approved,
Suramin,Antiprotozoal,HIV-1,ssRNA-RT,*,,,,,,,,Human (multiple),Unclear,PMID:31346035,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB04786,5361,FIAFUQMPZJWCLV-UHFFFAOYSA-N,Approved,
Suramin,Antiprotozoal,NoV,(+)ssRNA,*,,,,,,,,Human (multiple),Unclear,PMID:24622391,Caliciviridae,Norwalk virus,,Gastroenteritis,7,DB04786,5361,FIAFUQMPZJWCLV-UHFFFAOYSA-N,Approved,
Suramin,Antiprotozoal,RVFV,(-)ssRNA,*,,,,,,,,Human (multiple),Unclear,PMID:25267680,Phenuiviridae,Rift Valley fever phlebovirus,,Rift Valley fever,23,DB04786,5361,FIAFUQMPZJWCLV-UHFFFAOYSA-N,Approved,
Suramin,Antiprotozoal,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human (multiple),Unclear,PMID: 33674802,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB04786,5361,FIAFUQMPZJWCLV-UHFFFAOYSA-N,Approved,
Suramin,Antiprotozoal,ZIKV,(+)ssRNA,*,,,,,,,,Viral protease,Unclear,PMID:30393012,Flaviviridae,Zika virus,,Zika virus disease,2,DB04786,5361,FIAFUQMPZJWCLV-UHFFFAOYSA-N,Approved,
Tamoxifen,Anticancer,HCV,(+)ssRNA,*,,,*,,,,,Human (multiple),Estrogen receptor antagonist,PMID:17704057,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB00675,2733526,NKANXQFJJICGDU-QPLCGJKRSA-N,Approved,
Tamoxifen,Anticancer,HIV-1,ssRNA-RT,*,,,*,,,,,Human (multiple),Estrogen receptor antagonist,NCT03382834; NCT03382834,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB00675,2733526,NKANXQFJJICGDU-QPLCGJKRSA-N,Approved,
Tamoxifen,Anticancer,EBOV,(-)ssRNA,*,,*,,,,,,Human (multiple),Estrogen receptor antagonist,PMID:23785035,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB00675,2733526,NKANXQFJJICGDU-QPLCGJKRSA-N,Approved,
Tamoxifen,Anticancer,HSV-1,dsDNA,*,,,,,,,,Human (multiple),Estrogen receptor antagonist,PMID:24657267; NCT00749138,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,DB00675,2733526,NKANXQFJJICGDU-QPLCGJKRSA-N,Approved,
Tamoxifen,Anticancer,MERS-CoV,(+)ssRNA,*,,,,,,,,Human (multiple),Estrogen receptor antagonist,PMID: 24841273,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB00675,2733526,NKANXQFJJICGDU-QPLCGJKRSA-N,Approved,
Tamoxifen,Anticancer,SARS-CoV,(+)ssRNA,*,,,,,,,,Human (multiple),Estrogen receptor antagonist,PMID: 24841273,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,DB00675,2733526,NKANXQFJJICGDU-QPLCGJKRSA-N,Approved,
Tamoxifen,Anticancer,ASFV,dsDNA,*,,,,,,,,Human (multiple),Estrogen receptor antagonist,PMID: 33249093,Asfarviridae,African swine fever virus,,No disease in human; Swine fever in swine,,DB00675,2733526,NKANXQFJJICGDU-QPLCGJKRSA-N,Approved,
Tamoxifen,Anticancer,HCoV-229E,(+)ssRNA,*,,,,,,,,Human (multiple),Estrogen receptor antagonist,PMID: 33249093,Coronaviridae,Human coronavirus 229E,,Common cold,8,DB00675,2733526,NKANXQFJJICGDU-QPLCGJKRSA-N,Approved,
Tamoxifen,Anticancer,LUJV,(-)ssRNA,*,,,,,,,,Human (multiple),Estrogen receptor antagonist,PMID: 34203149,Arenaviridae,Lujo mammarenavirus,,Lassa fever-like illness,0,DB00675,2733526,NKANXQFJJICGDU-QPLCGJKRSA-N,Approved,
Taribavirin,Antiviral,HCV,(+)ssRNA,,,,,*,,,,Viral RNA pol,Human (multiple),PMID: 22708649,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB06408,451448,NHKZSTHOYNWEEZ-AFCXAGJDSA-N,Investigational,
Taribavirin,Antiviral,FLUBV,(-)ssRNA,,,*,,,,,,Viral RNA pol,Human (multiple),PMID: 15535048,Orthomyxoviridae,Influenza B virus,,Influenza,34,DB06408,451448,NHKZSTHOYNWEEZ-AFCXAGJDSA-N,Investigational,
Taribavirin,Antiviral,PICV,(-)ssRNA,,,*,,,,,,Viral RNA pol,Human (multiple),PMID: 8384433,Arenaviridae,Cali mammarenavirus,,No disease in human,0,DB06408,451448,NHKZSTHOYNWEEZ-AFCXAGJDSA-N,Investigational,
Taribavirin,Antiviral,PTV,(-)ssRNA,,,*,,,,,,Viral RNA pol,Human (multiple),PMID: 2976263,Phenuiviridae,Punta Toro phlebovirus,,Acute febrile illness,23,DB06408,451448,NHKZSTHOYNWEEZ-AFCXAGJDSA-N,Investigational,
Taribavirin,Antiviral,CCHFV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Human (multiple),PMID: 15026198,Nairoviridae,Crimean-Congo hemorrhagic fever orthonairovirus,,Crimean-Congo hemorrhagic fever,1,DB06408,451448,NHKZSTHOYNWEEZ-AFCXAGJDSA-N,Investigational,
Taribavirin,Antiviral,FLUAV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Human (multiple),PMID: 16087250,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB06408,451448,NHKZSTHOYNWEEZ-AFCXAGJDSA-N,Investigational,
Taribavirin,Antiviral,HDV,(-)ssRNA,*,,,,,,,,Viral RNA pol,Human (multiple),PMID: 16537588,Kolmioviridae,Hepatitis delta virus,,Hepatitis D,-1,DB06408,451448,NHKZSTHOYNWEEZ-AFCXAGJDSA-N,Investigational,
Taribavirin,Antiviral,SFV,(+)ssRNA,*,,,,,,,,Viral RNA pol,Human (multiple),PMID: 1507208,Togaviridae,Semliki Forest virus,,"Encephalitis, mild symptoms",6,DB06408,451448,NHKZSTHOYNWEEZ-AFCXAGJDSA-N,Investigational,
Teicoplanin,Antibiotic,EBOV,(-)ssRNA,*,,,,,,,,Human CTS,Peptidoglycan polymerization inhibitor,PMID:26953343,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB06149,16131923,BJNLLBUOHPVGFT-QRZIFLFXSA-N,Approved,
Teicoplanin,Antibiotic,FLUAV,(-)ssRNA,*,,,,,,,,Human CTS,Peptidoglycan polymerization inhibitor,PMID:30170320,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB06149,16131923,BJNLLBUOHPVGFT-QRZIFLFXSA-N,Approved,
Teicoplanin,Antibiotic,FLUBV,(-)ssRNA,*,,,,,,,,Human CTS,Peptidoglycan polymerization inhibitor,PMID:30170320,Orthomyxoviridae,Influenza B virus,,Influenza,34,DB06149,16131923,BJNLLBUOHPVGFT-QRZIFLFXSA-N,Approved,
Teicoplanin,Antibiotic,MERS-CoV,(+)ssRNA,*,,,,,,,,Human CTS,Peptidoglycan polymerization inhibitor,PMID:26953343,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB06149,16131923,BJNLLBUOHPVGFT-QRZIFLFXSA-N,Approved,
Teicoplanin,Antibiotic,SARS-CoV,(+)ssRNA,*,,,,,,,,Human CTS,Peptidoglycan polymerization inhibitor,PMID:26953343,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,DB06149,16131923,BJNLLBUOHPVGFT-QRZIFLFXSA-N,Approved,
Telavancin,Antibiotic,EBOV,(-)ssRNA,*,,,,,,,,Human CTS,Bacterial cell wall synthesis inhiitor,PMID:26953343,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,DB06402,3081362,ONUMZHGUFYIKPM-MXNFEBESSA-N,Approved,
Telavancin,Antibiotic,MERS-CoV,(+)ssRNA,*,,,,,,,,Human CTS,Bacterial cell wall synthesis inhiitor,PMID:26953343,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,DB06402,3081362,ONUMZHGUFYIKPM-MXNFEBESSA-N,Approved,
Telavancin,Antibiotic,SARS-CoV,(+)ssRNA,*,,,,,,,,Human CTS,Bacterial cell wall synthesis inhiitor,PMID:26953343,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,DB06402,3081362,ONUMZHGUFYIKPM-MXNFEBESSA-N,Approved,
Telbivudine,Antiviral,HBV,dsDNA-RT,,,,,,,*,,Viral RT,Viral DNA chain termination,DrugBank ID: DB1265,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB01265,159269,IQFYYKKMVGJFEH-CSMHCCOUSA-N,Approved,
Telbivudine,Antiviral,HIV-1,ssRNA-RT,,,,*,,,,,Viral RT,Viral DNA chain termination,PMID: 24008855,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB01265,159269,IQFYYKKMVGJFEH-CSMHCCOUSA-N,Approved,
Telbivudine,Antiviral,B19V,ssDNA,,*,,,,,,,Viral DNA pol,Viral DNA chain termination,PMID: 30099854,Parvoviridae,Primate erythroparvovirus 1,,Erythema infectiosum,33,DB01265,159269,IQFYYKKMVGJFEH-CSMHCCOUSA-N,Approved,
Tenatoprazole,Proton pump inhibitor,HSV-1,dsDNA,*,,,,,,,,Human vesicular trafficking,"Inhibition of Tsg101, prevents viral budding",PMID: 33731460,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,N/A,636411,ZBFDAUIVDSSISP-UHFFFAOYSA-N,Investigational,
Tenatoprazole,Proton pump inhibitor,HSV-2,dsDNA,*,,,,,,,,Human vesicular trafficking,"Inhibition of Tsg101, prevents viral budding",PMID: 33731460,Herpesviridae,Human alphaherpesvirus 2,,Genital herpes,12,N/A,636411,ZBFDAUIVDSSISP-UHFFFAOYSA-N,Investigational,
Tenatoprazole,Proton pump inhibitor,HIV-1,ssRNA-RT,*,,,,,,,,Human vesicular trafficking,"Inhibition of Tsg101, prevents viral budding",PMID: 33731460,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,N/A,636411,ZBFDAUIVDSSISP-UHFFFAOYSA-N,Investigational,
Tenofovir,Antiviral,HIV-2,ssRNA-RT,,,,,*,*,*,*,Viral RT,Nucleotide analog RT inhibitor,CID:464205; NCT02180438,Retroviridae,Human immunodeficiency virus 2,,Acquired immune deficiency syndrome,33,DB14126,464205,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,Approved,
